"H","G","FLOW","LOGFLOW","NGATE","MODEL1","MODEL2","MODEL3","MODEL4","MODEL5","MODEL6","MODEL7","MODEL8"
0.46,20,16.52,2.80457176809283,1,2.80533390340435,2.76903213908833,2.80363777164061,2.58164254876797,2.80307960123384,2.53451030262087,2.77544725215212,2.73955289725407
0.5,20,17.25,2.84781214347737,1,2.84650848536086,2.81001716225139,2.84504434674032,2.59549665563707,2.84415264594778,2.55342534550011,2.81652029686329,2.76706076156219
0.54,20,17.97,2.88870370079547,1,2.88451253368804,2.84784624823032,2.88326252422698,2.60828396571927,2.88206297562403,2.57088388835679,2.85443062653699,2.79245045964456
0.58,20,18.64,2.92530980925744,1,2.91979960725796,2.88297086781108,2.91874841849459,2.6201570890178,2.9172630306505,2.58709428996726,2.88963068156108,2.81602500455718
0.63,20,19.3,2.96010509591084,1,2.96063351385333,2.92361678400804,2.95981239873954,2.6338965680598,2.95799624011472,2.60585283121959,2.93036389102256,2.84330527088708
0.67,20,19.92,2.99172425215645,1,2.99103135029023,2.95387467543701,2.99038150806585,2.64412459842647,2.98831911495286,2.61981718379632,2.96068676585866,2.86361342024122
0.71,20,20.54,3.02237420450041,1,3.0196659751546,2.98237747273489,3.0191774712198,2.65375935691524,3.01688312632919,2.63297154096048,2.98925077723306,2.88274360536648
0.75,20,21.15,3.05163990549229,1,3.04673077102709,3.00931766819113,3.04639476037251,2.66286591141053,3.04388117993951,2.64540474003915,3.01624883084156,2.9008250210606
0.79,20,21.72,3.07823349506573,1,3.07238895340404,3.03485772589352,3.07219751063809,2.67149917940806,3.06947608878788,2.65719176001123,3.0418437396882,2.91796670813258
0.83,20,22.27,3.10324048126928,1,3.09677953639053,3.05913601995653,3.09672551937957,2.67970593530546,3.09380652416817,2.66839646206568,3.06617417506685,2.93426153895557
0.92,20,23.35,3.15059698411491,1,3.14761616153097,3.10973860436438,3.14784857726312,2.69681105220266,3.14451778529777,2.69175011615701,3.11688543619304,2.96822440924587
1,20,24.4,3.19458313229916,1,3.18879074348748,3.15072362752743,3.18925515236284,2.71066515907175,3.18559083001171,2.71066515903626,3.15795848090421,2.99573227355399
1.08,20,25.4,3.23474917402449,1,3.22679479181466,3.18855271350636,3.2274733298495,2.72345246915395,3.22350115968796,2.72812370189294,3.1958688105779,3.02112197163636
1.17,20,26.35,3.27146827498737,1,3.26632059455534,3.22789654807342,3.26722183588866,2.736751807465,3.26292949110458,2.74628131802772,3.23529714199186,3.04752832154438
1.25,20,27.3,3.30688670219091,1,3.29898101875993,3.26040661080956,3.30006628125654,2.7477411359735,3.29550937412922,2.7612850726484,3.2678770250143,3.06934805776452
1.33,20,28.2,3.33932197794407,1,3.32961464792729,3.29089920943069,3.33087251185859,2.75804850406582,3.3260674602288,2.77535774519817,3.29843511111182,3.08981373523737
1.42,20,29.03,3.36832977803654,1,3.36194823328122,3.32308393801094,3.36338827684231,2.76892786034993,3.35832131039313,2.79021135449663,3.33068896127397,3.11141511735828
1.5,20,29.85,3.39618483983861,1,3.38901302915371,3.35002413346717,3.39060556599503,2.77803441484521,3.38531936400344,2.80264455357529,3.35768701488247,3.1294965330524
0.08,21,7.86,2.06178660644112,1,2.00025820453122,1.98177795779183,1.99502878973334,2.38777239557457,2.00291222118062,2.2719443655622,1.95939483242145,2.21127633332697
0.1,21,8.67,2.15986879079245,1,2.11076790187264,2.08905200092821,2.1060184355846,2.41629938643037,2.11283076529812,2.31070455308741,2.06931337653154,2.2848921175375
0.13,21,9.44,2.24495598015741,1,2.24070128013406,2.21518101186387,2.23651612026234,2.44984040936952,2.24206908658897,2.3562774053199,2.19855169781367,2.3714469427334
0.15,21,10.17,2.31944221006047,1,2.31157059644142,2.28397531930925,2.3076932251491,2.46813462595769,2.31255929928985,2.38113411976162,2.2690419105098,2.41865637703591
0.17,21,10.87,2.38600670113312,1,2.37355643902878,2.34414625553957,2.36994827499607,2.48413566122626,2.37421355893414,2.40287504332212,2.33069617014994,2.45994810547058
0.19,21,11.52,2.44408465526775,1,2.42863986492322,2.39761687348221,2.42527093064872,2.49835490555142,2.42900232521422,2.42219501223493,2.38548493642632,2.49664180468228
0.21,21,12.16,2.49815187653802,1,2.47820523505771,2.44573100085559,2.47505156538088,2.51114971808468,2.47830255365478,2.4395795774576,2.43478516486355,2.52965966356631
0.23,21,12.76,2.54631527791664,1,2.52325813314469,2.48946477851557,2.52030013019956,2.52277968036558,2.52311444876562,2.45538143756957,2.47959705997138,2.5596715494317
0.25,21,13.31,2.58851563240702,1,2.56455207291318,2.52954965778467,2.5617734113773,2.53343930454803,2.56418749347956,2.46986488008717,2.52067010468255,2.58717941373983
0.27,21,13.86,2.62900699376176,1,2.60266628823755,2.56654791293493,2.60005315842684,2.54327811415652,2.60209782315581,2.48323306558482,2.55858043435624,2.6125691118222
0.29,21,14.37,2.66514270009093,1,2.63805565277661,2.60090109921146,2.63559622054342,2.55241353034972,2.63729787818228,2.49564553651661,2.59378048938034,2.63614365673481
0.31,21,14.89,2.70068984669592,1,2.67108391448404,2.63296231425738,2.66876792545421,2.56093945108227,2.67014946070356,2.50722987389342,2.6266320718994,2.65814535835193
0.33,21,15.37,2.7324175575505,1,2.70204651988757,2.66301835411252,2.6998650028243,2.56893214296785,2.70094643680536,2.5180897026739,2.65742904799912,2.6787710277078
0.35,21,15.84,2.76253838638628,1,2.73118671152948,2.69130533933101,2.72913175160907,2.57645439667502,2.72993074784449,2.52831033778315,2.6864133590363,2.69818270027023
0.38,21,16.31,2.79177841663292,1,2.77191433862234,2.73084048720228,2.77003626059016,2.58696783281327,2.77044050927815,2.54259515170947,2.72692312046723,2.72531331667407
0.4,21,16.76,2.81899509505394,1,2.79731684927088,2.75549922836836,2.79554909546748,2.59352524095409,2.79570713342599,2.5515048320365,2.75218974461337,2.74223514152109
0.42,21,17.2,2.84490938381941,1,2.82147970875684,2.77895461457566,2.81981689532231,2.59976264534654,2.81974073771871,2.55997971693215,2.77622334890447,2.75833117555811
0.46,21,18.03,2.89203703721523,1,2.86653260684381,2.82268839223565,2.865065460141,2.61139260762744,2.86455263282956,2.57578157704412,2.82103524401229,2.7883430614235
0.5,21,18.82,2.93492013415723,1,2.9078265466123,2.86277327150475,2.90653874131874,2.62205223180989,2.9056256775435,2.59026501956172,2.86210828872346,2.81585092573163
0.54,21,19.6,2.97552956623647,1,2.94594076193667,2.89977152665501,2.94481848836827,2.63189104141838,2.94353600721975,2.60363320505936,2.90001861839715,2.84124062381399
0.58,21,20.35,3.0130809118886,1,2.98133012647573,2.93412471293153,2.98036155048486,2.64102645761158,2.97873606224622,2.61604567599116,2.93521867342125,2.86481516872661
0.63,21,21.08,3.04832472367316,1,3.02228240332561,2.9738779329567,3.02149168488681,2.65159788487386,3.01946927171044,2.63040928360635,2.97595188288273,2.89209543505652
0.67,21,21.75,3.07961375753469,1,3.05276835770017,3.00347127782423,3.05211004111139,2.65946753398697,3.04979214654858,2.64110193173471,3.00627475771883,2.91240358441065
0.71,21,22.42,3.10995341764401,1,3.08148598926451,3.03134807525757,3.08095239462147,2.66688070796848,3.07835615792491,2.65117435806011,3.03483876909323,2.93153376953591
0.75,21,23.07,3.13853307218566,1,3.10862924118108,3.05769658988579,3.10821353088324,2.67388747133721,3.10535421153523,2.66069458623592,3.06183682270173,2.94961518523004
0.79,21,23.7,3.16547504814109,1,3.134361802079,3.08267571763821,3.13405784943279,2.68053007870191,3.1309491203836,2.66972002843604,3.08743173154837,2.96675687230202
0.83,21,24.3,3.1904763503465,1,3.15882308904061,3.106420793553,3.15862537284703,2.68684451921042,3.15527955576389,2.67829958382846,3.11176216692702,2.983051703125
0.92,21,25.47,3.23750128899137,1,3.20980708054293,3.15591200595572,3.20983079008244,2.7000055348893,3.20599081689349,2.69618171651866,3.16247342805321,3.0170145734153
1,21,26.62,3.28166281296697,1,3.25110102031142,3.19599688522482,3.25130407126018,2.71066515907175,3.24706386160743,2.71066515903626,3.20354647276438,3.04452243772342
1.08,21,27.75,3.32323584019244,1,3.28921523563579,3.23299514037508,3.28958381830971,2.72050396868024,3.28497419128368,2.72403334453391,3.24145680243807,3.06991213580579
1.17,21,28.8,3.3603753871419,1,3.32885561666986,3.27147487606609,3.32939635927421,2.73073674294788,3.3244025227003,2.7379368176174,3.28088513385203,3.09631848571381
1.25,21,29.8,3.39450839351136,1,3.36161071765284,3.30327092836121,3.36229371711143,2.73919214992755,3.35698240572494,2.74942534656147,3.31346501687447,3.11813822193395
1.33,21,30.75,3.42588999425253,1,3.39233314827918,3.33309382560508,3.39314957661463,2.74712284305793,3.38754049182452,2.76020093640522,3.34402310297199,3.1386038994068
1.42,21,31.7,3.45631668088323,1,3.42476046296363,3.36457168897765,3.4257177245629,2.75549363523034,3.41979434198884,2.77157449753466,3.37627695313414,3.16020528152771
1.5,21,32.63,3.48523211060523,1,3.4519037148802,3.39092020360586,3.45297886082467,2.76250039859907,3.44679239559916,2.78109472571047,3.40327500674264,3.17828669722183
0.08,22,8.43,2.13179677201376,1,2.05665657811394,2.05502976990904,2.05306049953938,2.47772368273341,2.06240855560659,2.40618283992085,2.00299485744852,2.25779634896186
0.1,22,9.9,2.29253475714054,1,2.16751220510757,2.1596586901031,2.1642286623482,2.49830364028175,2.17232709972409,2.43308330135914,2.11291340155861,2.33141213317239
0.13,22,10.14,2.31648799816304,1,2.29785231517112,2.28267765940366,2.29493624092603,2.52250082363366,2.30156542101494,2.46471190876243,2.24215172284075,2.41796695836829
0.15,22,10.95,2.39333945626251,1,2.36894347443464,2.34977566273291,2.366227827845,2.53569864750046,2.37205563371582,2.48196304016852,2.31264193553688,2.4651763926708
0.17,22,11.71,2.46044317760963,1,2.4311233519482,2.40846292668585,2.4285830093935,2.54724212322916,2.43370989336011,2.49705174105501,2.37429619517701,2.50646812110547
0.19,22,12.42,2.51930807650533,1,2.48637920606225,2.46061508627523,2.48399464660921,2.55750017834828,2.48849865964019,2.51046024374581,2.42908496145339,2.54316182031717
0.21,22,13.1,2.57261223020711,1,2.53609973118916,2.50754283362187,2.5338553490575,2.56673061909489,2.53779888808075,2.52252553177079,2.47838518989063,2.5761796792012
0.23,22,13.73,2.61958321977988,1,2.58129365883048,2.55019824026813,2.57917669216161,2.57512071292707,2.58261078319159,2.53349238605443,2.52319708499845,2.6061915650666
0.25,22,14.35,2.66374994220563,1,2.62271686144708,2.58929472168538,2.62071667941737,2.58281078491065,2.62368382790553,2.54354422821037,2.56427012970962,2.63369942937472
0.27,22,14.95,2.7047112998367,1,2.66095038609514,2.62538068779849,2.65905799602979,2.58990870438953,2.66159415758178,2.55282205634899,2.60218045938331,2.65908912745709
0.29,22,15.5,2.7408400239252,1,2.6964505303292,2.65888680614968,2.69465822599535,2.59649918140103,2.69679421260825,2.56143659660211,2.63738051440741,2.68266367236971
0.31,22,16.04,2.77508560243837,1,2.72958218074695,2.69015746783341,2.7278832846383,2.60264995585962,2.72964579512953,2.56947639312503,2.67023209692647,2.70466537398682
0.33,22,16.56,2.80699014895711,1,2.76064170871544,2.71947239718081,2.75903037888697,2.60841604806801,2.76044277123133,2.57701336402193,2.7010290730262,2.7252910433427
0.35,22,17.08,2.83790818836042,1,2.7898731182016,2.74706189257433,2.78834420062987,2.61384275650508,2.78942708227046,2.58410671981265,2.73001338406337,2.74470271590512
0.38,22,17.57,2.86619290219901,1,2.83072823540812,2.78562219766346,2.82931450086957,2.62142736542883,2.82993684370412,2.59402070915876,2.77052314549431,2.77183333230897
0.4,22,18.05,2.89314568477889,1,2.85621026379932,2.80967291287955,2.85486837086891,2.62615801444285,2.85520346785196,2.60020423218503,2.79578976964044,2.78875515715599
0.42,22,18.53,2.91939104029727,1,2.88044876053503,2.83254994501009,2.87917520331786,2.63065780617544,2.87923707214468,2.60608599718374,2.81982337393154,2.804851191193
0.46,22,19.43,2.96681826338935,1,2.92564268817635,2.87520535165635,2.92449654642197,2.63904790000762,2.92404896725553,2.61705285146737,2.86463526903937,2.8348630770584
0.5,22,20.28,3.00963517872298,1,2.96706589079295,2.91430183307361,2.96603653367773,2.6467379719912,2.96512201196947,2.62710469362332,2.90570831375054,2.86237094136652
0.54,22,21.13,3.05069383162797,1,3.00529941544101,2.95038779918672,3.00437785029015,2.65383589147007,3.00303234164571,2.63638252176193,2.94361864342423,2.88776063944889
0.58,22,21.94,3.08831145484708,1,3.04079955967508,2.9838939175379,3.0399780802557,2.66042636848158,3.03823239667219,2.64499706201506,2.97881869844833,2.9113351843615
0.63,22,22.72,3.12324559385295,1,3.0818800298621,3.02266691763991,3.08117436881466,2.66805281339415,3.07896560613641,2.65496573599312,3.01955190790981,2.93861545069141
0.67,22,23.45,3.15487049489229,1,3.11246141473595,3.05153056095839,3.11184197193752,2.67373014001745,3.10928848097455,2.6623866796731,3.0498747827459,2.95892360004554
0.71,22,24.15,3.18428438009858,1,3.14126894140034,3.07871998282264,3.14073071580372,2.6790781560984,3.13785249235088,2.66937717515974,3.0784387941203,2.9780537851708
0.75,22,24.85,3.21285775254264,1,3.16849716012001,3.10441880570342,3.16803569917454,2.68413297920991,3.1648505459612,2.6759844324327,3.1054368477288,2.99613520086493
0.79,22,25.55,3.24063731664971,1,3.19431027192031,3.12878200753411,3.19392158600807,2.68892509269524,3.19044545480957,2.68224829686085,3.13103175657545,3.01327688793691
0.83,22,26.2,3.26575941076705,1,3.21884813030231,3.15194158631247,3.21852862409506,2.69348045986535,3.21477589018986,2.68820270559123,3.1553621919541,3.0295717187599
0.92,22,27.45,3.31236616795554,1,3.26999171752222,3.20021246304458,3.26981640068233,2.70297508708817,3.26548715131946,2.70061331688032,3.20607345308028,3.06353458905019
1,22,28.7,3.35689712276558,1,3.31141492013882,3.23930894446183,3.31135638793809,2.71066515907175,3.3065601960334,2.71066515903626,3.24714649779145,3.09104245335832
1.08,22,29.87,3.39685463222802,1,3.34964844478689,3.27539491057494,3.34969770455051,2.71776307855062,3.34447052570965,2.71994298717487,3.28505682746514,3.11643215144068
1.17,22,31,3.43398720448515,1,3.389412912517,3.31292582743975,3.38957428044035,2.72514521223217,3.38389885712627,2.72959231720708,3.32448515887911,3.14283850134871
1.25,22,32.1,3.46885603013597,1,3.42227054713245,3.34393786465589,3.42252455074691,2.7312451166201,3.41647874015091,2.73756562047455,3.35706504190154,3.16465823756885
1.33,22,33.15,3.50104271663187,1,3.45308914850215,3.37302540013469,3.45343003915124,2.73696648165215,3.44703682625049,2.74504412761226,3.38762312799907,3.1851239150417
1.42,22,34.15,3.5307625860168,1,3.48561797074622,3.40372709421087,3.48605057006408,2.74300534317895,3.47929067641481,2.75293764057268,3.41987697816122,3.2067252971626
1.5,22,35.15,3.55962461825667,1,3.51284618946589,3.42942591709165,3.51335555343489,2.74806016629045,3.50628873002513,2.75954489784564,3.44687503176972,3.22480671285673
0.08,23,8.92,2.18829594659192,1,2.11088837206857,2.12915658477481,2.10922669354357,2.5608615564407,2.12005853681853,2.5404213142795,2.04477307464542,2.30224811153269
0.1,23,9.88,2.29051251175978,1,2.22211643629764,2.23090419922995,2.22057337330995,2.5740964334201,2.22997708093603,2.55546204963086,2.15469161875552,2.37586389574323
0.13,23,10.81,2.38047163165112,1,2.35289444483849,2.35053543154934,2.35149084578787,2.58965753184112,2.35921540222688,2.57314641220496,2.28392994003765,2.46241872093913
0.15,23,11.65,2.45530618001171,1,2.42422444623874,2.41578566791603,2.42289691473906,2.59814499226773,2.42970561492776,2.58279196057542,2.35442015273378,2.50962815524164
0.17,23,12.43,2.52011290552262,1,2.48661322701063,2.47285678262347,2.48535222798909,2.60556854894053,2.49135987457205,2.59122843878789,2.41607441237391,2.5509198836763
0.19,23,13.18,2.57870052907436,1,2.54205472201731,2.52357275882834,2.54085284676786,2.61216545747303,2.54614864085213,2.59872547525669,2.4708631786503,2.587613582888
0.21,23,13.88,2.63044895507866,1,2.59194229121248,2.56920819437921,2.59079361693228,2.61810151188228,2.59544886929269,2.60547148608398,2.52016340708753,2.62063144177204
0.23,23,14.55,2.6775909936175,1,2.63728805509275,2.61068894235808,2.63618773832182,2.62349714301775,2.64026076440353,2.61160333453928,2.56497530219536,2.65064332763743
0.25,23,15.2,2.72129542785223,1,2.6788504255936,2.64870877196558,2.6777944316556,2.62844259329024,2.68133380911747,2.61722357633357,2.60604834690652,2.67815119194556
0.27,23,15.83,2.76190687389292,1,2.71721240189187,2.68380099083306,2.7161973178309,2.63300723298359,2.71924413879372,2.62241104711315,2.64395867658022,2.70354089002792
0.29,23,16.42,2.79850010402428,1,2.7528318145468,2.71638440663781,2.75185471564543,2.63724553873703,2.75444419382019,2.62722765668761,2.67915873160431,2.72711543494054
0.31,23,16.99,2.83262493568384,1,2.78607477605107,2.74679392651866,2.78513312802055,2.64120107378108,2.78729577634146,2.63172291235665,2.71201031412338,2.74911713655765
0.33,23,17.55,2.86505394991188,1,2.8172386534788,2.77530157166579,2.81633023914781,2.64490922142184,2.81809275244327,2.63593702536995,2.7428072902231,2.76974280591353
0.35,23,18.1,2.89591193827178,1,2.84656827056734,2.80213129842877,2.84569113384882,2.6483991129048,2.84707706348239,2.63990310184214,2.77179160126027,2.78915447847596
0.38,23,18.61,2.92369907065416,1,2.88756064708419,2.83962971710884,2.88672722534713,2.65327674036379,2.88758682491606,2.64544626660804,2.81230136269121,2.8162850948798
0.4,23,19.13,2.95125778345216,1,2.91312828643141,2.86301811579095,2.91232213046851,2.6563189992016,2.9128534490639,2.64890363233355,2.83756798683735,2.83320691972682
0.42,23,19.64,2.97756830292632,1,2.93744821627936,2.88526515265971,2.93666799551156,2.65921279477303,2.93688705335662,2.65219227743532,2.86160159112845,2.84930295376383
0.46,23,20.6,3.02529107579554,1,2.98279398015963,2.92674590063858,2.9820621169011,2.6646084259085,2.98169894846747,2.65832412589062,2.90641348623627,2.87931483962923
0.5,23,21.5,3.06805293513362,1,3.02435635066048,2.96476573024609,3.02366881023488,2.669553876181,3.0227719931814,2.66394436768492,2.94748653094744,2.90682270393735
0.54,23,22.4,3.10906095886099,1,3.06271832695875,2.99985794911356,3.06207169641018,2.67411851587434,3.06068232285765,2.6691318384645,2.98539686062113,2.93221240201972
0.58,23,23.25,3.14630513203337,1,3.09833773961369,3.03244136491831,3.09772909422471,2.67835682162778,3.09588237788412,2.67394844803896,3.02059691564523,2.95578694693234
0.63,23,24.08,3.18138162044062,1,3.13955622622046,3.0701466213458,3.13899153694067,2.68326135362066,3.13661558734835,2.67952218837988,3.06133012510671,2.98306721326224
0.67,23,24.84,3.21245525706528,1,3.17024035415525,3.09821540812762,3.1697083869618,2.68691241651789,3.16693846218649,2.68367142761148,3.09165299994281,3.00337536261638
0.71,23,25.6,3.24259235148552,1,3.19914466431978,3.12465607871823,3.19864352118413,2.69035170130499,3.19550247356282,2.68757999225937,3.12021701131721,3.02250554774164
0.75,23,26.33,3.27070897350822,1,3.22646436060158,3.14964719893217,3.22599235166399,2.69360243502863,3.22250052717313,2.69127427862947,3.1472150649257,3.04058696343576
0.79,23,27.05,3.29768700529249,1,3.25236419568565,3.17333947886934,3.25191980678151,2.69668422138803,3.24809543602151,2.69477656528566,3.17280997377235,3.05772865050774
0.83,23,27.76,3.3235961356386,1,3.27698449293329,3.19586128152307,3.27656635954125,2.69961375727025,3.2724258714018,2.69810582735401,3.197140409151,3.07402348133073
0.92,23,29.1,3.37073817417745,1,3.32829990522652,3.24280285891908,3.32793649548038,2.70571970879925,3.3231371325314,2.70504491724197,3.24785167027719,3.10798635162103
1,23,30.4,3.41444260841218,1,3.36986227572737,3.28082268852659,3.36954318881416,2.71066515907175,3.36421017724534,2.71066515903626,3.28892471498835,3.13549421592915
1.08,23,31.65,3.45473814859019,1,3.40822425202563,3.31591490739406,3.40794607498946,2.71522979876509,3.40212050692159,2.71585262981584,3.32683504466205,3.16088391401152
1.17,23,32.85,3.49195174493062,1,3.44812231485445,3.3524122854825,3.44788668580465,2.71997721531788,3.44154883833821,2.72124781679675,3.36626337607601,3.18729026391954
1.25,23,34,3.52636052461616,1,3.48109033995644,3.38257030298172,3.48088986858054,2.72390003605114,3.47412872136284,2.72570589438763,3.39884325909845,3.20911000013968
1.33,23,35.1,3.55820113047182,1,3.51201248135388,3.41085681630766,3.51184498588601,2.72757941984849,3.50468680746243,2.72988731881931,3.42940134519597,3.22957567761253
1.42,23,36.2,3.58905911883173,1,3.54465058938666,3.44071303699873,3.54451789976341,2.73146298419574,3.53694065762675,2.73430078361071,3.46165519535812,3.25117705973343
1.5,23,37.25,3.61765194482557,1,3.57197028566846,3.46570415721267,3.57186673024327,2.73471371791938,3.56393871123707,2.73799506998081,3.48865324896662,3.26925847542756
0.08,24,9.37,2.23751309625033,1,2.16307073389339,2.20430180024992,2.16364549908452,2.63718601669646,2.17597954084934,2.67465978863814,2.08487564405663,2.34480772595149
0.1,24,10.38,2.33988087773774,1,2.27469774294115,2.30293192616955,2.27517069580845,2.6436777658454,2.28589808496684,2.67784079790259,2.19479418816672,2.41842351016202
0.13,24,11.33,2.42745407503992,1,2.40594481663446,2.41889772616168,2.40629806218646,2.6513105339919,2.41513640625769,2.68158091564749,2.32403250944885,2.50497833535792
0.15,24,12.25,2.50552593699074,1,2.47753065935203,2.48214873271939,2.47781861316987,2.65547366025948,2.48562661895857,2.68362088098232,2.39452272214498,2.55218776966043
0.17,24,13.09,2.57184857992181,1,2.54014321171434,2.5374712212132,2.54037405812143,2.65911493836035,2.54728087860286,2.68540513652078,2.45617698178512,2.5934794980951
0.19,24,13.86,2.62900699376176,1,2.59578356028668,2.58663328900231,2.59596365846326,2.66235074292569,2.60206964488294,2.68699070676758,2.5109657480615,2.6301731973068
0.21,24,14.6,2.68102152871429,1,2.64585006262597,2.63087048098841,2.64598449634381,2.66526239644686,2.6513698733235,2.68841744039717,2.56026597649873,2.66319105619083
0.23,24,15.31,2.72850620966959,1,2.69135846942982,2.67108028264622,2.69145139601878,2.66790897063763,2.69618176843434,2.68971428302413,2.60507787160656,2.69320294205623
0.25,24,16,2.77258872223978,1,2.73306991285105,2.70793520648607,2.73312479543059,2.67033472968681,2.73725481314828,2.69090292445678,2.64615091631773,2.72071080636435
0.27,24,16.66,2.8130106367387,1,2.77156948312602,2.74195221989944,2.77158925116877,2.67257369993871,2.77516514282453,2.69200003787732,2.68406124599142,2.74610050444672
0.29,24,17.28,2.84954976337591,1,2.8073166529277,2.77353729853664,2.80730381683227,2.67465260235773,2.810365197851,2.69301871677311,2.71926130101552,2.76967504935934
0.31,24,17.89,2.88424189752063,1,2.84067884789469,2.80301508817393,2.84063558293955,2.67659280484664,2.84321678037227,2.69396943158826,2.75211288353458,2.79167675097645
0.33,24,18.46,2.91560622907471,1,2.87195450167595,2.83064927542824,2.8718827109454,2.67841166302934,2.87401375647408,2.69486068671798,2.7829098596343,2.81230242033233
0.35,24,19.03,2.94601668130806,1,2.901389316125,2.85665695475509,2.90129067860453,2.68012346587418,2.9029980675132,2.69569948387163,2.81189417067148,2.83171409289475
0.38,24,19.6,2.97552956623647,1,2.94252872114882,2.89300644339921,2.94239256136146,2.68251595761816,2.94350782894687,2.69687182405732,2.85240393210241,2.8588447092986
0.4,24,20.15,3.00320428839269,1,2.96818806466543,2.91567823496334,2.96802850160485,2.68400819523034,2.96877445309471,2.69760303248207,2.87767055624855,2.87576653414562
0.42,24,20.65,3.02771531940704,1,2.99259522348811,2.93724363538531,2.99241339924201,2.68542761113933,2.99280805738743,2.69829855768691,2.90170416053965,2.89186256818263
0.46,24,21.65,3.0750054544485,1,3.03810363029196,2.97745343704311,3.03788029891698,2.68807418533009,3.03761995249828,2.69959540031387,2.94651605564747,2.92187445404802
0.5,24,22.62,3.11883447068797,1,3.07981507371319,3.01430836088297,3.07955369832879,2.69049994437928,3.07869299721221,2.70078404174652,2.98758910035864,2.94938231835615
0.54,24,23.65,3.16336311493794,1,3.11831464398816,3.04832537429633,3.11801815406697,2.69273891463118,3.11660332688846,2.70188115516707,3.02549943003233,2.97477201643852
0.58,24,24.44,3.19622113430339,1,3.15406181378984,3.07991045293354,3.15373271973047,2.6948178170502,3.15180338191493,2.70289983406285,3.06069948505643,2.99834656135113
0.63,24,25.3,3.23080439573347,1,3.19542813989899,3.11646044193514,3.19506131660343,2.69722350555341,3.19253659137916,2.70407864076664,3.10143269451791,3.02562682768104
0.67,24,26.13,3.26308407953252,1,3.22622232345634,3.1436692171927,3.22582741352283,2.6990143634883,3.2228594662173,2.70495617554987,3.13175556935401,3.04593497703517
0.71,24,26.95,3.29398329735501,1,3.25523030552111,3.16929976080511,3.25480893810129,2.70070134358826,3.25142347759363,2.705782809359,3.16031958072841,3.06506516216043
0.75,24,27.73,3.32251485962769,1,3.28264799012407,3.1935251674328,3.28220161569021,2.70229583879336,3.27842153120394,2.70656412482625,3.1873176343369,3.08314657785456
0.79,24,28.47,3.34885090128995,1,3.30864072087331,3.21649152950468,3.30817063909171,2.7038074647803,3.30401644005232,2.70730483371047,3.21291254318355,3.10028826492654
0.83,24,29.2,3.37416870927424,1,3.33334932443185,3.23832327704559,3.3328567065242,2.70524441142512,3.32834687543261,2.70800894911679,3.2372429785622,3.11658309574953
0.92,24,30.6,3.42100000895834,1,3.3848487911541,3.28382659144001,3.38430920181518,2.70823940002256,3.37905813656221,2.70947651760362,3.28795423968839,3.15054596603982
1,24,32,3.46573590279973,1,3.42656023457534,3.32068151527986,3.42598260122699,2.71066515907175,3.42013118127615,2.71066515903626,3.32902728439956,3.17805383034795
1.08,24,33.32,3.50615781729864,1,3.46505980485031,3.35469852869323,3.46444705696517,2.71290412932365,3.4580415109524,2.71176227245681,3.36693761407325,3.20344352843031
1.17,24,34.6,3.54385368206368,1,3.50510097118049,3.39007764805515,3.5044517027057,2.71523275220502,3.49746984236902,2.71290331638643,3.40636594548721,3.22984987833834
1.25,24,35.8,3.57794789340665,1,3.5381872436231,3.41931164119949,3.53750779795093,2.71715690822069,3.53004972539365,2.71384616830071,3.43894582850965,3.25166961455848
1.33,24,36.95,3.60956564739421,1,3.56922029433267,3.44673147198475,3.56851254415754,2.71896165764694,3.56060781149324,2.71473051002636,3.46950391460717,3.27213529203133
1.42,24,38.1,3.64021428213266,1,3.60197546638325,3.47567291520201,3.60123784099949,2.72086655828073,3.59286166165756,2.71566392664874,3.50175776476932,3.29373667415223
1.5,24,39.2,3.66867674679642,1,3.62939315098621,3.4998983218297,3.62863051858841,2.72246105348583,3.61985971526788,2.71644524211599,3.52875581837782,3.31181808984636
0.08,25,9.84,2.28645571106416,1,2.21330976334368,2.28059231795856,2.21642377772799,2.70669706350067,2.23027768153502,2.80889826299679,2.12343181279622,2.38562972047175
0.1,25,10.89,2.38784493694487,1,2.32536222479337,2.37586877254609,2.32812749140948,2.70704763755766,2.34019622565253,2.80021954617432,2.23335035690631,2.45924550468228
0.13,25,11.86,2.47317139356958,1,2.45710953031429,2.48789144486489,2.45946475168758,2.70745983008602,2.46943454694337,2.79001541909002,2.36258867818844,2.54580032987818
0.15,25,12.8,2.54944517092557,1,2.52896821352977,2.54899175876717,2.53109978470321,2.70768465147573,2.53992475964426,2.78444980138922,2.43307889088458,2.59300976418069
0.17,25,13.67,2.61520365073586,1,2.59181940581462,2.60243314407925,2.5937553613563,2.70788129148864,2.60157901928855,2.77958183425366,2.49473315052471,2.63430149261536
0.19,25,14.47,2.67207754064339,1,2.64767182062564,2.64992357842133,2.64943394326118,2.70805603470623,2.65636778556862,2.77525593827846,2.54952191680109,2.67099519182705
0.21,25,15.21,2.7219531062712,1,2.69792914518491,2.69265659507365,2.69953484885787,2.70821327278861,2.70566801400918,2.77136339471036,2.59882214523833,2.70401305071109
0.23,25,15.93,2.76820412392196,1,2.74361100159694,2.73149916275672,2.74507452681827,2.7083561957867,2.75047990912003,2.76782523150899,2.64363404034615,2.73402493657648
